"","Virus.name","Lineage","Accession.ID","Collection.date","Location","Host","Passage","Specimen","Additional.host.information","Sequencing.technology","Assembly.method","Sequence.Length","Comment","Comment.type","Submission.date","FU","TAT","Year","Month","MMWR.MMWRyear","MMWR.MMWRweek","MMWR.MMWRday","epi_year","epi_week","EW","Virus"
"266","hzikav/brazil/am-zb2104057_0_251129v02/2018","asian","epi_isl_18059245",2018-06-01,"south america / brazil / amazonas","human","original",NA,NA,"illumina miseq",NA,10321,"stretches of nnns (12.79% of overall sequence).","warn",2023-08-02,"amazonas",1888,2018, 6,2018,  22,   6,2018,22,201822,"Zika"
"267","hzikav/brazil/am-zb2103875_0_251119v03/2018","asian","epi_isl_18059246",2018-05-30,"south america / brazil / amazonas","human","original",NA,NA,"illumina miseq",NA,10356,"stretches of nnns (10.84% of overall sequence).","warn",2023-08-02,"amazonas",1890,2018, 5,2018,  22,   4,2018,22,201822,"Zika"
"268","hzikav/brazil/am-zb2103851_0_251127v02/2018","asian","epi_isl_18059247",2018-05-30,"south america / brazil / amazonas","human","original",NA,NA,"illumina miseq",NA,10366,"stretches of nnns (6.73% of overall sequence). ns4a without blast coverage.","warn",2023-08-02,"amazonas",1890,2018, 5,2018,  22,   4,2018,22,201822,"Zika"
"269","hzikav/brazil/am-zb2103842_0_251126v02/2018","asian","epi_isl_18059248",2018-05-30,"south america / brazil / amazonas","human","original",NA,NA,"illumina miseq",NA,10353,"stretches of nnns (7.75% of overall sequence).","warn",2023-08-02,"amazonas",1890,2018, 5,2018,  22,   4,2018,22,201822,"Zika"
"270","hzikav/brazil/am-zb2103753_0_251127v01/2018","asian","epi_isl_18059249",2018-05-29,"south america / brazil / amazonas","human","original",NA,NA,"illumina miseq",NA,10354,"stretches of nnns (13.91% of overall sequence).","warn",2023-08-02,"amazonas",1891,2018, 5,2018,  22,   3,2018,22,201822,"Zika"
"271","hzikav/brazil/am-zb2103701_0_251126v01/2018","asian","epi_isl_18059250",2018-05-29,"south america / brazil / amazonas","human","original",NA,NA,"illumina miseq",NA,10367,NA,NA,2023-08-02,"amazonas",1891,2018, 5,2018,  22,   3,2018,22,201822,"Zika"
"272","hzikav/brazil/am-zb2103554_0_251119v02/2018","asian","epi_isl_18059251",2018-05-28,"south america / brazil / amazonas","human","original",NA,NA,"illumina miseq",NA,10367,NA,NA,2023-08-02,"amazonas",1892,2018, 5,2018,  22,   2,2018,22,201822,"Zika"
"273","hzikav/brazil/am-zb2103539_0_251118v02/2018","asian","epi_isl_18059252",2018-05-28,"south america / brazil / amazonas","human","original",NA,NA,"illumina miseq",NA,10346,"stretches of nnns (10.05% of overall sequence). 2k without blast coverage. ns4a without blast coverage.","warn",2023-08-02,"amazonas",1892,2018, 5,2018,  22,   2,2018,22,201822,"Zika"
"274","hzikav/brazil/am-zb2103518_0_251116v03/2018","asian","epi_isl_18059253",2018-05-28,"south america / brazil / amazonas","human","original",NA,NA,"illumina miseq",NA,10621,NA,NA,2023-08-02,"amazonas",1892,2018, 5,2018,  22,   2,2018,22,201822,"Zika"
"275","hzikav/brazil/am-zb2103407_0_251121v01/2018","asian","epi_isl_18059254",2018-05-26,"south america / brazil / amazonas","human","original",NA,NA,"illumina miseq",NA,10610,NA,NA,2023-08-02,"amazonas",1894,2018, 5,2018,  21,   7,2018,21,201821,"Zika"
"276","hzikav/brazil/am-zb2103397_0_251120v01/2018","asian","epi_isl_18059255",2018-05-26,"south america / brazil / amazonas","human","original",NA,NA,"illumina miseq",NA,10481,NA,NA,2023-08-02,"amazonas",1894,2018, 5,2018,  21,   7,2018,21,201821,"Zika"
"277","hzikav/brazil/am-zb2103386_0_251119v01/2018","asian","epi_isl_18059256",2018-05-26,"south america / brazil / amazonas","human","original",NA,NA,"illumina miseq",NA,10621,NA,NA,2023-08-02,"amazonas",1894,2018, 5,2018,  21,   7,2018,21,201821,"Zika"
"278","hzikav/brazil/am-zb2103327_0_251116v02/2018","asian","epi_isl_18059257",2018-05-26,"south america / brazil / amazonas","human","original",NA,NA,"illumina miseq",NA,10368,NA,NA,2023-08-02,"amazonas",1894,2018, 5,2018,  21,   7,2018,21,201821,"Zika"
"279","hzikav/brazil/am-zb2103296_0_151041v01/2018","asian","epi_isl_18059258",2018-05-25,"south america / brazil / amazonas","human","original",NA,NA,"illumina miseq",NA,10622,NA,NA,2023-08-02,"amazonas",1895,2018, 5,2018,  21,   6,2018,21,201821,"Zika"
"280","hzikav/brazil/am-zb2103241_0_251116v01/2018","asian","epi_isl_18059259",2018-05-25,"south america / brazil / amazonas","human","original",NA,NA,"illumina miseq",NA,10362,"stretches of nnns (5.94% of overall sequence). ns4a without blast coverage.","warn",2023-08-02,"amazonas",1895,2018, 5,2018,  21,   6,2018,21,201821,"Zika"
"281","hzikav/brazil/am-zb2103148_0_151038v04/2018","asian","epi_isl_18059260",2018-05-24,"south america / brazil / amazonas","human","original",NA,NA,"illumina miseq",NA,10548,NA,NA,2023-08-02,"amazonas",1896,2018, 5,2018,  21,   5,2018,21,201821,"Zika"
"282","hzikav/brazil/am-zb2103009_0_151037v03/2018","asian","epi_isl_18059261",2018-05-23,"south america / brazil / amazonas","human","original",NA,NA,"illumina miseq",NA,10618,NA,NA,2023-08-02,"amazonas",1897,2018, 5,2018,  21,   4,2018,21,201821,"Zika"
"283","hzikav/brazil/am-zb2102919_0_251107v03/2018","asian","epi_isl_18059262",2018-05-22,"south america / brazil / amazonas","human","original",NA,NA,"illumina miseq",NA,10368,NA,NA,2023-08-02,"amazonas",1898,2018, 5,2018,  21,   3,2018,21,201821,"Zika"
"284","hzikav/brazil/am-zb2102839_0_151040v03/2018","asian","epi_isl_18059263",2018-05-22,"south america / brazil / amazonas","human","original",NA,NA,"illumina miseq",NA,10367,NA,NA,2023-08-02,"amazonas",1898,2018, 5,2018,  21,   3,2018,21,201821,"Zika"
"285","hzikav/brazil/am-zb2102737_0_v00/2018","asian","epi_isl_18059264",2018-05-17,"south america / brazil / amazonas","human","original",NA,NA,"illumina miseq",NA,10353,"stretches of nnns (9.83% of overall sequence). 2k without blast coverage. ns4a without blast coverage.","warn",2023-08-02,"amazonas",1903,2018, 5,2018,  20,   5,2018,20,201820,"Zika"
"286","hzikav/brazil/am-zb2102729_0_251105v03/2018","asian","epi_isl_18059265",2018-05-21,"south america / brazil / amazonas","human","original",NA,NA,"illumina miseq",NA,10353,"stretches of nnns (10.96% of overall sequence). ns4a without blast coverage.","warn",2023-08-02,"amazonas",1899,2018, 5,2018,  21,   2,2018,21,201821,"Zika"
"287","hzikav/brazil/am-zb2102704_0_251100v02/2018","asian","epi_isl_18059266",2018-05-14,"south america / brazil / amazonas","human","original",NA,NA,"illumina miseq",NA,10361,NA,NA,2023-08-02,"amazonas",1906,2018, 5,2018,  20,   2,2018,20,201820,"Zika"
"288","hzikav/brazil/am-zb2102621_0_251102v02/2018","asian","epi_isl_18059267",2018-05-14,"south america / brazil / amazonas","human","original",NA,NA,"illumina miseq",NA,10366,"stretches of nnns (7.50% of overall sequence).","warn",2023-08-02,"amazonas",1906,2018, 5,2018,  20,   2,2018,20,201820,"Zika"
"289","hzikav/brazil/am-zb2102614_0_151030v05/2018","asian","epi_isl_18059268",2018-05-14,"south america / brazil / amazonas","human","original",NA,NA,"illumina miseq",NA,10355,"stretches of nnns (8.69% of overall sequence).","warn",2023-08-02,"amazonas",1906,2018, 5,2018,  20,   2,2018,20,201820,"Zika"
"290","hzikav/brazil/am-zb2102596_0_251094v03/2018","asian","epi_isl_18059269",2018-05-14,"south america / brazil / amazonas","human","original",NA,NA,"illumina miseq",NA,10030,"long stretches of nnns (29.92% of overall sequence). 2k without blast coverage. ns4a without blast coverage. partial c gene sequence is reported.","alert",2023-08-02,"amazonas",1906,2018, 5,2018,  20,   2,2018,20,201820,"Zika"
"291","hzikav/brazil/am-zb2102563_0/2018","asian","epi_isl_18059270",2018-05-14,"south america / brazil / amazonas","human","original",NA,NA,"illumina miseq",NA,10368,NA,NA,2023-08-02,"amazonas",1906,2018, 5,2018,  20,   2,2018,20,201820,"Zika"
"292","hzikav/brazil/am-zb2102524_0_251113v01/2018","asian","epi_isl_18059271",2018-05-19,"south america / brazil / amazonas","human","original",NA,NA,"illumina miseq",NA,10369,NA,NA,2023-08-02,"amazonas",1901,2018, 5,2018,  20,   7,2018,20,201820,"Zika"
"293","hzikav/brazil/am-zb2102506_0_151037v02/2018","asian","epi_isl_18059272",2018-05-19,"south america / brazil / amazonas","human","original",NA,NA,"illumina miseq",NA,10367,NA,NA,2023-08-02,"amazonas",1901,2018, 5,2018,  20,   7,2018,20,201820,"Zika"
"294","hzikav/brazil/am-zb2102471_0_151040v01/2018","asian","epi_isl_18059273",2018-05-18,"south america / brazil / amazonas","human","original",NA,NA,"illumina miseq",NA,10359,NA,NA,2023-08-02,"amazonas",1902,2018, 5,2018,  20,   6,2018,20,201820,"Zika"
"295","hzikav/brazil/am-zb2102453_0_251107v02/2018","asian","epi_isl_18059274",2018-05-18,"south america / brazil / amazonas","human","original",NA,NA,"illumina miseq",NA,10367,"stretches of nnns (5.92% of overall sequence). ns4a without blast coverage.","warn",2023-08-02,"amazonas",1902,2018, 5,2018,  20,   6,2018,20,201820,"Zika"
"296","hzikav/brazil/am-zb2102444_0_251105v02/2018","asian","epi_isl_18059275",2018-05-18,"south america / brazil / amazonas","human","original",NA,NA,"illumina miseq",NA,10367,NA,NA,2023-08-02,"amazonas",1902,2018, 5,2018,  20,   6,2018,20,201820,"Zika"
"297","hzikav/brazil/am-zb2102373_0_251104v02/2018","asian","epi_isl_18059276",2018-05-18,"south america / brazil / amazonas","human","original",NA,NA,"illumina miseq",NA,10367,NA,NA,2023-08-02,"amazonas",1902,2018, 5,2018,  20,   6,2018,20,201820,"Zika"
"298","hzikav/brazil/am-zb2102353_0_251106v03/2018","asian","epi_isl_18059277",2018-05-18,"south america / brazil / amazonas","human","original",NA,NA,"illumina miseq",NA,10367,NA,NA,2023-08-02,"amazonas",1902,2018, 5,2018,  20,   6,2018,20,201820,"Zika"
"299","hzikav/brazil/am-zb2102314_0_151037v01/2018","asian","epi_isl_18059278",2018-05-18,"south america / brazil / amazonas","human","original",NA,NA,"illumina miseq",NA,10619,NA,NA,2023-08-02,"amazonas",1902,2018, 5,2018,  20,   6,2018,20,201820,"Zika"
"300","hzikav/brazil/am-zb2102313_0/2018","asian","epi_isl_18059279",2018-05-18,"south america / brazil / amazonas","human","original",NA,NA,"illumina miseq",NA,10367,NA,NA,2023-08-02,"amazonas",1902,2018, 5,2018,  20,   6,2018,20,201820,"Zika"
"301","hzikav/brazil/am-zb2102275_0_251110v01/2018","asian","epi_isl_18059280",2018-05-17,"south america / brazil / amazonas","human","original",NA,NA,"illumina miseq",NA,10332,"long stretches of nnns (30.88% of overall sequence). 2k without blast coverage. ns4a without blast coverage.","alert",2023-08-02,"amazonas",1903,2018, 5,2018,  20,   5,2018,20,201820,"Zika"
"302","hzikav/brazil/am-zb2102177_0_251106v02/2018","asian","epi_isl_18059281",2018-05-17,"south america / brazil / amazonas","human","original",NA,NA,"illumina miseq",NA,10621,NA,NA,2023-08-02,"amazonas",1903,2018, 5,2018,  20,   5,2018,20,201820,"Zika"
"303","hzikav/brazil/am-zb2102098_0_251107v01/2018","asian","epi_isl_18059282",2018-05-16,"south america / brazil / amazonas","human","original",NA,NA,"illumina miseq",NA,10366,NA,NA,2023-08-02,"amazonas",1904,2018, 5,2018,  20,   4,2018,20,201820,"Zika"
"304","hzikav/brazil/am-zb2102063_0_251106v01/2018","asian","epi_isl_18059283",2018-05-16,"south america / brazil / amazonas","human","original",NA,NA,"illumina miseq",NA,10367,"stretches of nnns (7.81% of overall sequence).","warn",2023-08-02,"amazonas",1904,2018, 5,2018,  20,   4,2018,20,201820,"Zika"
"305","hzikav/brazil/am-zb2102057_0/2018","asian","epi_isl_18059284",2018-05-16,"south america / brazil / amazonas","human","original",NA,NA,"illumina miseq",NA,10368,NA,NA,2023-08-02,"amazonas",1904,2018, 5,2018,  20,   4,2018,20,201820,"Zika"
"306","hzikav/brazil/am-zb2102001_0_251105v01/2018","asian","epi_isl_18059285",2018-05-16,"south america / brazil / amazonas","human","original",NA,NA,"illumina miseq",NA,10360,"stretches of nnns (10.14% of overall sequence).","warn",2023-08-02,"amazonas",1904,2018, 5,2018,  20,   4,2018,20,201820,"Zika"
"307","hzikav/brazil/am-zb2101974_0_251102v03/2018","asian","epi_isl_18059286",2018-05-16,"south america / brazil / amazonas","human","original",NA,NA,"illumina miseq",NA,10598,NA,NA,2023-08-02,"amazonas",1904,2018, 5,2018,  20,   4,2018,20,201820,"Zika"
"308","hzikav/brazil/am-zb2101955_0_251104v01/2018","asian","epi_isl_18059287",2018-05-16,"south america / brazil / amazonas","human","original",NA,NA,"illumina miseq",NA,10366,NA,NA,2023-08-02,"amazonas",1904,2018, 5,2018,  20,   4,2018,20,201820,"Zika"
"309","hzikav/brazil/am-zb2101868_0_251097v03/2018","asian","epi_isl_18059288",2018-05-15,"south america / brazil / amazonas","human","original",NA,NA,"illumina miseq",NA,10353,"stretches of nnns (15.39% of overall sequence). 2k without blast coverage. ns4a without blast coverage.","warn",2023-08-02,"amazonas",1905,2018, 5,2018,  20,   3,2018,20,201820,"Zika"
"310","hzikav/brazil/am-zb2101830_0_251102v01/2018","asian","epi_isl_18059289",2018-05-12,"south america / brazil / amazonas","human","original",NA,NA,"illumina miseq",NA,10356,"stretches of nnns (12.89% of overall sequence). ns4a without blast coverage.","warn",2023-08-02,"amazonas",1908,2018, 5,2018,  19,   7,2018,19,201819,"Zika"
"311","hzikav/brazil/am-zb2101804_0_151034v02/2018","asian","epi_isl_18059290",2018-05-12,"south america / brazil / amazonas","human","original",NA,NA,"illumina miseq",NA,10620,NA,NA,2023-08-02,"amazonas",1908,2018, 5,2018,  19,   7,2018,19,201819,"Zika"
"312","hzikav/brazil/am-zb2101798_1_151033v03/2018","asian","epi_isl_18059291",2018-05-12,"south america / brazil / amazonas","human","original",NA,NA,"illumina miseq",NA,10367,NA,NA,2023-08-02,"amazonas",1908,2018, 5,2018,  19,   7,2018,19,201819,"Zika"
"313","hzikav/brazil/am-zb2101771_0_251099v02/2018","asian","epi_isl_18059292",2018-05-12,"south america / brazil / amazonas","human","original",NA,NA,"illumina miseq",NA,10039,"long stretches of nnns (27.93% of overall sequence). 2k without blast coverage. partial c gene sequence is reported.","alert",2023-08-02,"amazonas",1908,2018, 5,2018,  19,   7,2018,19,201819,"Zika"
"314","hzikav/brazil/am-zb2101752_0_151036v01/2018","asian","epi_isl_18059293",2018-05-12,"south america / brazil / amazonas","human","original",NA,NA,"illumina miseq",NA,10626,NA,NA,2023-08-02,"amazonas",1908,2018, 5,2018,  19,   7,2018,19,201819,"Zika"
"315","hzikav/brazil/am-zb2101651_0/2018","asian","epi_isl_18059294",2018-05-11,"south america / brazil / amazonas","human","original",NA,NA,"illumina miseq",NA,10369,NA,NA,2023-08-02,"amazonas",1909,2018, 5,2018,  19,   6,2018,19,201819,"Zika"
"316","hzikav/brazil/am-zb2101626_0/2018","asian","epi_isl_18059295",2018-05-11,"south america / brazil / amazonas","human","original",NA,NA,"illumina miseq",NA,10367,NA,NA,2023-08-02,"amazonas",1909,2018, 5,2018,  19,   6,2018,19,201819,"Zika"
"317","hzikav/brazil/am-zb2101613_1_151033v02/2018","asian","epi_isl_18059296",2018-05-11,"south america / brazil / amazonas","human","original",NA,NA,"illumina miseq",NA,10369,NA,NA,2023-08-02,"amazonas",1909,2018, 5,2018,  19,   6,2018,19,201819,"Zika"
"318","hzikav/brazil/am-zb2101613_0_151033v02/2018","asian","epi_isl_18059297",2018-05-11,"south america / brazil / amazonas","human","original",NA,NA,"illumina miseq",NA,10596,NA,NA,2023-08-02,"amazonas",1909,2018, 5,2018,  19,   6,2018,19,201819,"Zika"
"319","hzikav/brazil/am-zb2101604_0_251095v02/2018","asian","epi_isl_18059298",2018-05-11,"south america / brazil / amazonas","human","original",NA,NA,"illumina miseq",NA,10354,NA,NA,2023-08-02,"amazonas",1909,2018, 5,2018,  19,   6,2018,19,201819,"Zika"
"320","hzikav/brazil/am-zb2101522_0_151032v04/2018","asian","epi_isl_18059299",2018-05-10,"south america / brazil / amazonas","human","original",NA,NA,"illumina miseq",NA,10367,NA,NA,2023-08-02,"amazonas",1910,2018, 5,2018,  19,   5,2018,19,201819,"Zika"
"321","hzikav/brazil/am-zb2101465_1_151033v01/2018","asian","epi_isl_18059300",2018-05-09,"south america / brazil / amazonas","human","original",NA,NA,"illumina miseq",NA,10367,"stretches of nnns (11.59% of overall sequence). ns4a without blast coverage.","warn",2023-08-02,"amazonas",1911,2018, 5,2018,  19,   4,2018,19,201819,"Zika"
"322","hzikav/brazil/am-zb2101455_0_251095v01/2018","asian","epi_isl_18059301",2018-05-09,"south america / brazil / amazonas","human","original",NA,NA,"illumina miseq",NA,10367,NA,NA,2023-08-02,"amazonas",1911,2018, 5,2018,  19,   4,2018,19,201819,"Zika"
"323","hzikav/brazil/am-zb210105_0_251093v01/2018","asian","epi_isl_18059302",2018-05-08,"south america / brazil / amazonas","human","original",NA,NA,"illumina miseq",NA,10611,NA,NA,2023-08-02,"amazonas",1912,2018, 5,2018,  19,   3,2018,19,201819,"Zika"
"324","hzikav/brazil/am-zb210063_0151032_v03/2018","asian","epi_isl_18059303",2018-05-08,"south america / brazil / amazonas","human","original",NA,NA,"illumina miseq",NA,10612,NA,NA,2023-08-02,"amazonas",1912,2018, 5,2018,  19,   3,2018,19,201819,"Zika"
"325","hzikav/brazil/am-zb208968_0_251092v01/2018","asian","epi_isl_18059304",2018-05-05,"south america / brazil / amazonas","human","original",NA,NA,"illumina miseq",NA,10367,NA,NA,2023-08-02,"amazonas",1915,2018, 5,2018,  18,   7,2018,18,201818,"Zika"
"326","hzikav/brazil/am-zb208962_0_151032v02/2018","asian","epi_isl_18059305",2018-05-05,"south america / brazil / amazonas","human","original",NA,NA,"illumina miseq",NA,10610,NA,NA,2023-08-02,"amazonas",1915,2018, 5,2018,  18,   7,2018,18,201818,"Zika"
"327","hzikav/brazil/am-zb208930_0_151026v04/2018","asian","epi_isl_18059306",2018-05-04,"south america / brazil / amazonas","human","original",NA,NA,"illumina miseq",NA,10367,NA,NA,2023-08-02,"amazonas",1916,2018, 5,2018,  18,   6,2018,18,201818,"Zika"
"328","hzikav/brazil/am-zb208833_0_251091v01/2018","asian","epi_isl_18059307",2018-05-04,"south america / brazil / amazonas","human","original",NA,NA,"illumina miseq",NA,10367,NA,NA,2023-08-02,"amazonas",1916,2018, 5,2018,  18,   6,2018,18,201818,"Zika"
"329","hzikav/brazil/am-zb208661_0_151030v03/2018","asian","epi_isl_18059308",2018-05-02,"south america / brazil / amazonas","human","original",NA,NA,"illumina miseq",NA,10367,"stretches of nnns (12.03% of overall sequence).","warn",2023-08-02,"amazonas",1918,2018, 5,2018,  18,   4,2018,18,201818,"Zika"
"330","hzikav/brazil/am-zb208559_0_151030v02/2018","asian","epi_isl_18059309",2018-04-28,"south america / brazil / amazonas","human","original",NA,NA,"illumina miseq",NA,10348,NA,NA,2023-08-02,"amazonas",1922,2018, 4,2018,  17,   7,2018,17,201817,"Zika"
"331","hzikav/brazil/am-zb208433_1_151025v04/2018","asian","epi_isl_18059310",2018-04-27,"south america / brazil / amazonas","human","original",NA,NA,"illumina miseq",NA,10618,NA,NA,2023-08-02,"amazonas",1923,2018, 4,2018,  17,   6,2018,17,201817,"Zika"
"332","hzikav/brazil/am-zb208366_0_151026v03/2018","asian","epi_isl_18059311",2018-04-26,"south america / brazil / amazonas","human","original",NA,NA,"illumina miseq",NA,10625,NA,NA,2023-08-02,"amazonas",1924,2018, 4,2018,  17,   5,2018,17,201817,"Zika"
"333","hzikav/brazil/am-zb208173_0_151027v01/2018","asian","epi_isl_18059312",2018-04-24,"south america / brazil / amazonas","human","original",NA,NA,"illumina miseq",NA,10038,"stretches of nnns (11.46% of overall sequence). partial c gene sequence is reported.","warn",2023-08-02,"amazonas",1926,2018, 4,2018,  17,   3,2018,17,201817,"Zika"
"334","hzikav/brazil/am-zb208163_0_151026v01/2018","asian","epi_isl_18059313",2018-04-24,"south america / brazil / amazonas","human","original",NA,NA,"illumina miseq",NA,10368,NA,NA,2023-08-02,"amazonas",1926,2018, 4,2018,  17,   3,2018,17,201817,"Zika"
"335","hzikav/brazil/am-zb205298_0_251053v02/2018","asian","epi_isl_18059314",2018-03-16,"south america / brazil / amazonas","human","original",NA,NA,"illumina miseq",NA,10367,NA,NA,2023-08-02,"amazonas",1965,2018, 3,2018,  11,   6,2018,11,201811,"Zika"
"336","hzikav/brazil/am-zb205292_0_151013v02/2018","asian","epi_isl_18059315",2018-03-16,"south america / brazil / amazonas","human","original",NA,NA,"illumina miseq",NA,10368,NA,NA,2023-08-02,"amazonas",1965,2018, 3,2018,  11,   6,2018,11,201811,"Zika"
"337","hzikav/brazil/am-zb205265_0_251054v02/2018","asian","epi_isl_18059316",2018-03-16,"south america / brazil / amazonas","human","original",NA,NA,"illumina miseq",NA,10428,NA,NA,2023-08-02,"amazonas",1965,2018, 3,2018,  11,   6,2018,11,201811,"Zika"
"338","hzikav/brazil/am-zb205217_0_251054v01/2018","asian","epi_isl_18059317",2018-03-15,"south america / brazil / amazonas","human","original",NA,NA,"illumina miseq",NA,10609,NA,NA,2023-08-02,"amazonas",1966,2018, 3,2018,  11,   5,2018,11,201811,"Zika"
"339","hzikav/brazil/am-zb205207_0_251053v01/2018","asian","epi_isl_18059318",2018-03-15,"south america / brazil / amazonas","human","original",NA,NA,"illumina miseq",NA,10367,"stretches of nnns (5.53% of overall sequence).","warn",2023-08-02,"amazonas",1966,2018, 3,2018,  11,   5,2018,11,201811,"Zika"
"340","hzikav/brazil/am-zb205157_0-151013v01/2018","asian","epi_isl_18059319",2018-03-14,"south america / brazil / amazonas","human","original",NA,NA,"illumina miseq",NA,10367,NA,NA,2023-08-02,"amazonas",1967,2018, 3,2018,  11,   4,2018,11,201811,"Zika"
"341","hzikav/brazil/am-zb205103_0/2018","asian","epi_isl_18059320",2018-03-13,"south america / brazil / amazonas","human","original",NA,NA,"illumina miseq",NA,10367,NA,NA,2023-08-02,"amazonas",1968,2018, 3,2018,  11,   3,2018,11,201811,"Zika"
"342","hzikav/brazil/am-zb205052_0/2018","asian","epi_isl_18059321",2018-03-13,"south america / brazil / amazonas","human","original",NA,NA,"illumina miseq",NA,10367,"stretches of nnns (5.77% of overall sequence).","warn",2023-08-02,"amazonas",1968,2018, 3,2018,  11,   3,2018,11,201811,"Zika"
"343","hzikav/brazil/am-zb204935_0_151012v01/2018","asian","epi_isl_18059322",2018-03-10,"south america / brazil / amazonas","human","original",NA,NA,"illumina miseq",NA,10506,NA,NA,2023-08-02,"amazonas",1971,2018, 3,2018,  10,   7,2018,10,201810,"Zika"
"344","hzikav/brazil/am-zb204917_0_251051v02/2018","asian","epi_isl_18059323",2018-03-10,"south america / brazil / amazonas","human","original",NA,NA,"illumina miseq",NA,10365,NA,NA,2023-08-02,"amazonas",1971,2018, 3,2018,  10,   7,2018,10,201810,"Zika"
"345","hzikav/brazil/am-zb204899_0_251050v02/2018","asian","epi_isl_18059324",2018-03-09,"south america / brazil / amazonas","human","original",NA,NA,"illumina miseq",NA,10357,NA,NA,2023-08-02,"amazonas",1972,2018, 3,2018,  10,   6,2018,10,201810,"Zika"
"346","hzikav/brazil/am-zb204872_0/2018","asian","epi_isl_18059325",2018-03-09,"south america / brazil / amazonas","human","original",NA,NA,"illumina miseq",NA,10368,NA,NA,2023-08-02,"amazonas",1972,2018, 3,2018,  10,   6,2018,10,201810,"Zika"
"347","hzikav/brazil/am-zb204848_0-151011v03/2018","asian","epi_isl_18059326",2018-03-09,"south america / brazil / amazonas","human","original",NA,NA,"illumina miseq",NA,10367,NA,NA,2023-08-02,"amazonas",1972,2018, 3,2018,  10,   6,2018,10,201810,"Zika"
"348","hzikav/brazil/am-zb204827_0-251050v01/2018","asian","epi_isl_18059327",2018-03-08,"south america / brazil / amazonas","human","original",NA,NA,"illumina miseq",NA,10226,"stretches of nnns (18.02% of overall sequence).","warn",2023-08-02,"amazonas",1973,2018, 3,2018,  10,   5,2018,10,201810,"Zika"
"349","hzikav/brazil/am-zb204807_0/2018","asian","epi_isl_18059328",2018-03-08,"south america / brazil / amazonas","human","original",NA,NA,"illumina miseq",NA,10367,NA,NA,2023-08-02,"amazonas",1973,2018, 3,2018,  10,   5,2018,10,201810,"Zika"
"350","hzikav/brazil/am-zb204753_0/2018","asian","epi_isl_18059329",2018-03-07,"south america / brazil / amazonas","human","original",NA,NA,"illumina miseq",NA,10368,NA,NA,2023-08-02,"amazonas",1974,2018, 3,2018,  10,   4,2018,10,201810,"Zika"
"351","hzikav/brazil/am-zb204722_0/2018","asian","epi_isl_18059330",2018-03-07,"south america / brazil / amazonas","human","original",NA,NA,"illumina miseq",NA,10367,NA,NA,2023-08-02,"amazonas",1974,2018, 3,2018,  10,   4,2018,10,201810,"Zika"
"352","hzikav/brazil/am-zb204638_0/2018","asian","epi_isl_18059331",2018-03-06,"south america / brazil / amazonas","human","original",NA,NA,"illumina miseq",NA,10368,NA,NA,2023-08-02,"amazonas",1975,2018, 3,2018,  10,   3,2018,10,201810,"Zika"
"353","hzikav/brazil/am-zb204612_0/2018","asian","epi_isl_18059332",2018-03-06,"south america / brazil / amazonas","human","original",NA,NA,"illumina miseq",NA,10368,NA,NA,2023-08-02,"amazonas",1975,2018, 3,2018,  10,   3,2018,10,201810,"Zika"
"354","hzikav/brazil/am-zb204552_0/2018","asian","epi_isl_18059333",2018-03-05,"south america / brazil / amazonas","human","original",NA,NA,"illumina miseq",NA,10367,NA,NA,2023-08-02,"amazonas",1976,2018, 3,2018,  10,   2,2018,10,201810,"Zika"
"355","hzikav/brazil/am-zb204384_0_151010v04/2018","asian","epi_isl_18059334",2018-03-02,"south america / brazil / amazonas","human","original",NA,NA,"illumina miseq",NA,10620,NA,NA,2023-08-02,"amazonas",1979,2018, 3,2018,   9,   6,2018, 9,201809,"Zika"
"356","hzikav/brazil/am-zb204225_0/2018","asian","epi_isl_18059335",2018-02-26,"south america / brazil / amazonas","human","original",NA,NA,"illumina miseq",NA,10368,NA,NA,2023-08-02,"amazonas",1983,2018, 2,2018,   9,   2,2018, 9,201809,"Zika"
"357","hzikav/brazil/am-zb204192_0-251037v02/2018","asian","epi_isl_18059336",2018-02-24,"south america / brazil / amazonas","human","original",NA,NA,"illumina miseq",NA,10555,NA,NA,2023-08-02,"amazonas",1985,2018, 2,2018,   8,   7,2018, 8,201808,"Zika"
"358","hzikav/brazil/am-zb204008_0/2018","asian","epi_isl_18059337",2018-02-21,"south america / brazil / amazonas","human","original",NA,NA,"illumina miseq",NA,10367,NA,NA,2023-08-02,"amazonas",1988,2018, 2,2018,   8,   4,2018, 8,201808,"Zika"
"359","hzikav/brazil/am-zb203987_0/2018","asian","epi_isl_18059338",2018-02-20,"south america / brazil / amazonas","human","original",NA,NA,"illumina miseq",NA,10367,NA,NA,2023-08-02,"amazonas",1989,2018, 2,2018,   8,   3,2018, 8,201808,"Zika"
"360","hzikav/brazil/am-zb203985_0/2018","asian","epi_isl_18059339",2018-02-20,"south america / brazil / amazonas","human","original",NA,NA,"illumina miseq",NA,10367,NA,NA,2023-08-02,"amazonas",1989,2018, 2,2018,   8,   3,2018, 8,201808,"Zika"
"361","hzikav/brazil/am-zb203915_0/2018","asian","epi_isl_18059340",2018-02-19,"south america / brazil / amazonas","human","original",NA,NA,"illumina miseq",NA,10367,NA,NA,2023-08-02,"amazonas",1990,2018, 2,2018,   8,   2,2018, 8,201808,"Zika"
